"ID ","COMPONENT                                                    ","FIPS   ","REGION                     ","CODE   ","INDUSTRY                   ","    1977","    1978","    1979","    1980","    1981","    1982","    1983","    1984","    1985","    1986","    1987","    1988","    1989","    1990","    1991","    1992","    1993","    1994","    1995","    1996","    1997"
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","62000  ","  Transportation           ",      2618,      3005,      3317,      3767,      4131,      4180,      4732,      5346,      5586,      6071,      6631,      7200,      7153,      7573,      7923,      8149,      9161,     10092,     10853,     11664,     12791
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","62400  ","   Railroad transportation ",       309,       339,       372,       445,       521,       476,       584,       616,       570,       614,       575,       641,       573,       568,       649,       576,       569,       577,       623,       637,       625
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","62410  ","   Local & interurban      ",       113,       123,       138,       160,       162,       169,       174,       203,       213,       246,       259,       296,       347,       395,       407,       468,       483,       476,       490,       558,       626
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","62420  ","   Trucking and warehousing",       777,       930,       988,      1101,      1196,      1238,      1412,      1674,      1823,      2042,      2160,      2338,      2528,      2468,      2516,      2691,      2964,      3252,      3142,      3364,      3630
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","62440  ","   Water transportation    ",       171,       210,       255,       302,       360,       339,       376,       429,       468,       486,       540,       633,       675,       772,       900,       939,       985,      1072,      1150,      1201,      1396
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","62450  ","   Transportation by air   ",      1077,      1204,      1321,      1490,      1542,      1592,      1775,      1963,      2016,      2151,      2453,      2559,      2160,      2417,      2421,      2364,      2957,      3393,      4051,      4356,      4939
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","62460  ","   Pipelines, ex. nat. gas ",         2,         3,         4,         4,         4,         6,         5,         5,         5,         4,         5,         5,         5,         5,         6,         7,         8,        11,        12,        12,        10
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","62470  ","   Transportation services ",       169,       196,       239,       266,       345,       361,       404,       455,       492,       528,       638,       729,       865,       947,      1023,      1104,      1196,      1312,      1385,      1537,      1565
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","64000  ","  Communications           ",      2344,      2709,      3106,      3541,      4202,      4689,      5472,      5755,      6340,      6538,      7069,      7406,      7462,      7934,      8317,      9180,     10154,     11011,     11369,     11550,     11582
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","66000  ","  Electric, gas, & sanitary",      1846,      1957,      2013,      2298,      2661,      3131,      3609,      4084,      4487,      4681,      5135,      5881,      6390,      6662,      7721,      8256,      8786,      9367,      9470,      9873,      9683
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","70000  "," Wholesale trade           ",      5021,      5754,      6753,      7537,      8591,      8862,      9808,     11303,     12543,     12883,     14365,     16409,     17196,     17781,     18548,     19915,     21365,     23865,     25109,     27845,     29659
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","80000  "," Retail trade              ",      7788,      8970,     10104,     11178,     12801,     13834,     15902,     18040,     20104,     21882,     23665,     26223,     27804,     28705,     28963,     30766,     33391,     35834,     37338,     40618,     42589
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","90000  "," F.I.R.E.                  ",     12388,     14614,     17009,     19734,     23127,     24520,     28824,     32195,     36138,     39272,     42956,     45799,     48837,     50882,     53938,     57780,     61547,     65243,     69280,     75085,     80604
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","90600  ","  Depository institutions  ",      1165,      1411,      1664,      1945,      2221,      2528,      2784,      3047,      3371,      3884,      5573,      5690,      5918,      6283,      7024,      7972,      8064,      8031,      8314,      9210,      9984
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","90610  ","  Nondepository institution",       530,       751,       805,       599,       448,       116,      1218,      1446,      2249,      2176,      1322,      1417,      1471,      1476,      1532,      1599,      1882,      2196,      2255,      2597,      3248
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","90620  ","  Security brokers         ",       348,       423,       467,       591,       656,       757,       975,      1002,      1153,      1378,      1791,      1774,      1792,      1544,      1709,      1945,      2506,      2567,      2983,      3643,      4270
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","90630  ","  Insurance carriers       ",       762,       896,       974,      1095,      1218,      1369,      1453,      1683,      1844,      2018,      2111,      2465,      2647,      3011,      3344,      3586,      3826,      4370,      4591,      4938,      5154
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","90640  ","  Insurance agents         ",       430,       441,       473,       537,       609,       668,       765,       948,      1090,      1325,      1642,      1831,      1874,      2075,      2064,      2018,      2251,      2430,      2698,      2955,      3086
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","90650  ","  Real estate              ",      9102,     10590,     12522,     14758,     17198,     18479,     20920,     23321,     25292,     27226,     29229,     31922,     34495,     35846,     37749,     40095,     42254,     45008,     47750,     50931,     54069
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","90670  ","  Holding and investment   ",        51,       101,       104,       208,       777,       603,       708,       747,      1139,      1264,      1288,       699,       639,       648,       516,       565,       765,       642,       688,       810,       793
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100000 "," Services                  ",     10715,     12479,     14500,     16901,     19449,     21797,     24628,     28580,     31784,     35187,     40135,     45062,     50332,     55904,     58854,     63723,     68630,     73852,     80409,     84700,     90954
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100700 ","  Hotels & lodging         ",      1022,      1245,      1493,      1633,      1778,      1952,      2102,      2343,      2603,      2916,      3239,      3467,      3758,      3952,      4019,      4201,      4580,      4774,      5069,      5547,      6112
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100720 ","  Personal services        ",       520,       584,       644,       708,       763,       813,       923,      1064,      1225,      1372,      1414,      1654,      1770,      1944,      1963,      2110,      2317,      2419,      2543,      2604,      2789
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100730 ","  Business services        ",      1439,      1693,      2043,      2440,      2831,      3150,      3800,      4754,      5320,      5999,      5506,      6629,      7933,      9354,      9719,     10848,     12438,     14012,     16014,     16589,     18407
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100750 ","  Auto repair & parking    ",       557,       704,       847,       947,      1038,      1120,      1266,      1470,      1718,      1883,      2091,      2362,      2483,      2676,      2831,      2955,      3189,      3371,      3603,      3801,      4062
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100760 ","  Misc. repair services    ",       255,       315,       360,       436,       462,       469,       510,       625,       578,       676,       723,       826,       920,      1002,       934,       942,      1089,      1155,      1202,      1266,      1271
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100780 ","  Motion pictures          ",        64,        82,        87,        88,        97,        99,        99,       106,       126,       140,       222,       247,       381,       355,       407,       437,       422,       436,       486,       513,       538
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100790 ","  Amusement and recreation ",       754,       855,       990,      1111,      1230,      1417,      1639,      1710,      1924,      2055,      2338,      2557,      3084,      3609,      3685,      4272,      4360,      4568,      4978,      5395,      6294
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100800 ","  Health services          ",      3039,      3454,      3951,      4753,      5643,      6622,      7449,      8425,      9277,     10129,     12121,     13482,     15248,     17624,     19404,     20913,     21937,     23487,     25104,     25897,     26441
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100810 ","  Legal services           ",       839,       928,      1014,      1154,      1339,      1586,      1807,      2206,      2537,      2982,      3426,      3947,      4078,      4195,      4360,      4620,      4831,      5002,      5349,      5772,      5885
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100820 ","  Educational services     ",       324,       350,       396,       477,       527,       567,       640,       714,       777,       818,       941,      1026,      1111,      1202,      1314,      1394,      1494,      1665,      1753,      1878,      2004
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100830 ","  Social services          ",       172,       225,       260,       317,       367,       397,       489,       588,       670,       773,       879,       995,      1151,      1288,      1450,      1622,      1793,      1949,      2103,      2223,      2354
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100860 ","  Membership organizations ",       443,       496,       548,       612,       682,       732,       851,      1047,      1069,      1207,      1290,      1473,      1646,      1771,      1877,      1996,      2284,      2394,      2587,      2735,      2867
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100840 ","  Other services           ",       892,      1107,      1432,      1809,      2275,      2456,      2637,      3047,      3479,      3734,      5449,      5866,      6200,      6336,      6303,      6750,      7182,      7871,      8801,      9637,     11072
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100880 ","  Private households       ",       395,       441,       435,       416,       416,       418,       416,       480,       479,       502,       497,       533,       570,       596,       588,       663,       714,       750,       818,       842,       859
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","110000 "," Government                ",     10422,     11436,     12401,     13849,     15782,     17373,     18708,     20477,     22732,     25111,     27124,     29885,     33434,     37072,     39982,     41199,     42870,     44541,     45993,     48065,     49791
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","111000 ","  Federal civilian         ",      1806,      1996,      2121,      2428,      2830,      3009,      3218,      3411,      3750,      3945,      4292,      4732,      5105,      5575,      6114,      6554,      6709,      6863,      7020,      7519,      7731
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","112000 ","  Federal military         ",      1794,      1957,      2047,      2254,      2644,      2965,      3089,      3678,      4020,      4271,      4462,      4564,      4898,      5080,      5308,      5454,      5134,      4829,      4670,      5162,      5470
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","113000 ","  State and local          ",      6822,      7483,      8232,      9167,     10308,     11399,     12401,     13388,     14962,     16895,     18370,     20589,     23431,     26418,     28560,     29191,     31027,     32850,     34303,     35384,     36590
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","51999  ","Electronic equip. + Instr. ",       990,      1273,      1486,      1716,      1982,      2131,      2565,      3255,      3571,      3519,      3793,      4267,      4839,      5041,      5342,      5633,      5437,      5537,      5762,      5990,      6419
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","90999  ","Depository + Nondepository ",      1695,      2163,      2470,      2544,      2668,      2644,      4003,      4493,      5620,      6060,      6895,      7107,      7389,      7759,      8556,      9571,      9946,     10227,     10569,     11807,     13232
"200","Gross State Product (millions of current dollars)            ","12     ","Florida                    ","100999 ","Business serv. + Other serv",      2330,      2800,      3475,      4250,      5106,      5606,      6437,      7801,      8799,      9733,     10956,     12495,     14133,     15690,     16022,     17598,     19620,     21883,     24815,     26226,     29479
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","0      ","  Total Gross State Product",     40853,     46264,     51643,     56314,     63715,     68257,     76599,     88641,     98689,    108412,    116822,    126149,    133070,    139526,    146334,    158265,    168959,    184256,    199138,    215128,    230370
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","5000   ","Private industries         ",     34232,     38974,     43532,     47153,     53419,     57381,     65051,     75705,     84492,     93194,    100542,    108456,    113982,    119071,    124526,    135196,    145058,    158216,    172108,    186817,    200967
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","10000  "," Agriculture, forest., fish",       808,      1103,      1294,       828,      1423,      1653,      1383,      1946,      1785,      1818,      1887,      2131,      2408,      2361,      2620,      2693,      2520,      3240,      3145,      3622,      3576
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","10010  ","  Farms                    ",       676,       948,      1114,       640,      1211,      1426,      1130,      1640,      1450,      1431,      1413,      1635,      1902,      1808,      2027,      2077,      1855,      2465,      2258,      2662,      2547
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","20070  ","  Agricultural services,...",       131,       155,       180,       188,       211,       227,       253,       306,       335,       386,       475,       496,       506,       553,       593,       616,       665,       774,       887,       960,      1028
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","30000  "," Mining                    ",       209,       256,       288,       345,       337,       312,       372,       483,       481,       669,       764,       776,       720,       734,       651,       645,       731,       872,       954,      1087,      1127
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","30100  ","  Metal mining             ",         2,         2,         3,         3,         3,         3,         2,         3,         1,"   (L)  ",         1,         1,         1,         1,"   (L)  ","   (L)  ",         0,         0,         0,         0,         0
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","30120  ","  Coal mining              ",         5,         3,         2,         2,         1,         2,         3,         2,"   (L)  ","   (L)  ","   (L)  ",         1,"   (L)  ","   (L)  ","   (L)  ","   (L)  ","   (L)  ","   (L)  ","   (L)  ","   (L)  ","   (L)  "
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","30130  ","  Oil & gas                ",         3,         3,         3,         7,        10,         7,         7,         5,         6,         7,         6,         6,         5,         5,         4,         2,         2,         2,         1,         2,         2
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","30140  ","  Nonmetalic minerals      ",       198,       248,       279,       334,       323,       300,       361,       473,       473,       662,       758,       768,       714,       728,       646,       644,       729,       870,       952,      1084,      1125
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","40000  "," Construction              ",      1765,      2104,      2311,      2527,      2611,      2809,      3215,      4308,      5105,      6169,      6316,      6444,      6192,      6289,      5467,      5506,      6143,      7121,      8149,      9397,     10455
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","50000  "," Manufacturing             ",      9632,     10488,     11676,     12368,     13877,     14520,     16816,     18847,     20593,     22441,     24191,     25052,     25565,     25891,     26862,     29790,     30934,     33543,     37174,     39003,     41505
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51000  ","  Durable goods            ",      3812,      4184,      4534,      4663,      5181,      5302,      6557,      7873,      8820,      9685,     10495,     10418,     10441,     10301,     10444,     11872,     12455,     13948,     15237,     16659,     17610
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51240  ","   Lumber & wood           ",       536,       700,       802,       759,       721,       753,      1007,       945,       915,      1056,      1335,      1253,      1300,      1191,      1141,      1333,      1616,      1848,      2319,      2536,      2432
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51250  ","   Furniture and fixtures  ",       115,       126,       132,       148,       168,       191,       226,       285,       349,       353,       355,       322,       377,       314,       345,       306,       391,       370,       418,       522,       531
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51320  ","   Stone, clay, glass      ",       367,       437,       467,       477,       471,       436,       616,       746,       752,       888,       782,       800,       817,       823,       879,       979,       956,      1165,      1259,      1264,      1616
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51330  ","   Primary metals          ",       317,       520,       558,       550,       613,       472,       436,       693,       796,       789,       877,      1068,      1020,      1004,       785,       776,       864,       820,       810,      1093,       951
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51340  ","   Fabricated metals       ",       372,       404,       459,       523,       570,       558,       584,       677,       784,       908,       886,       954,       883,       857,       860,       923,      1014,      1183,      1282,      1367,      1470
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51350  ","   Industrial machinery    ",       361,       377,       470,       532,       658,       620,       690,       847,       954,       956,      1120,      1189,      1162,      1153,      1125,      1385,      1378,      1696,      1784,      1918,      2260
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51360  ","   Electronic equipment    ",       342,       395,       424,       483,       573,       592,       885,       978,       979,      1620,      1845,      1813,      2063,      2168,      2244,      2140,      1951,      2112,      2478,      2441,      2765
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51371  ","   Motor vehicles          ",       870,       689,       634,       505,       744,       726,       871,      1177,      1714,      1376,      1359,      1110,      1032,       811,       934,      1567,      1795,      2271,      1660,      1915,      2211
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51379  ","   Other transport. equip. ",       364,       357,       386,       448,       400,       652,       931,      1161,      1201,      1360,      1492,      1383,      1245,      1335,      1416,      1689,      1679,      1602,      2302,      2611,      2470
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51380  ","   Instruments and related ",        61,        60,        78,       101,       130,       159,       169,       150,       127,       154,       188,       251,       266,       341,       402,       443,       459,       496,       577,       581,       462
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","51390  ","   Misc. manufacturing     ",       105,       118,       124,       136,       133,       142,       142,       215,       248,       225,       256,       276,       277,       304,       312,       331,       351,       386,       348,       411,       441
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52000  ","  Nondurable goods         ",      5821,      6304,      7143,      7705,      8695,      9219,     10259,     10974,     11773,     12756,     13696,     14635,     15124,     15591,     16418,     17918,     18479,     19595,     21937,     22344,     23894
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52200  ","   Food & kindred products ",       980,      1091,      1151,      1412,      1588,      1787,      1868,      1955,      2091,      2178,      2373,      2692,      2654,      2940,      3393,      3473,      3976,      4032,      4815,      4910,      4894
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52210  ","   Tobacco products        ",        66,        72,       230,       312,       384,       505,       639,       705,       832,       937,      1135,      1055,      1044,      1207,      1182,      1336,      1232,      1155,      1733,      1795,      2103
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52220  ","   Textile mill products   ",      2033,      2161,      2343,      2345,      2515,      2430,      2909,      2861,      3019,      3275,      3421,      3486,      3663,      3894,      3926,      4562,      4478,      4566,      4479,      4916,      5215
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52230  ","   Apparel & textile       ",       678,       767,       828,       892,       995,      1058,      1113,      1215,      1284,      1212,      1172,      1168,      1051,      1067,      1127,      1287,      1258,      1283,      1118,       922,      1133
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52260  ","   Paper products          ",       689,       786,       911,       985,      1092,      1191,      1205,      1541,      1453,      1766,      1973,      2440,      2721,      2568,      2581,      2865,      2715,      2851,      3630,      3251,      3370
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52270  ","   Printing & publishing   ",       357,       358,       442,       482,       557,       659,       761,       936,      1113,      1241,      1354,      1389,      1464,      1394,      1451,      1496,      1591,      1993,      1856,      2065,      2242
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52280  ","   Chemicals               ",       717,       713,       790,       843,      1031,      1059,      1156,      1166,      1283,      1351,      1476,      1651,      1725,      1720,      1893,      1976,      2232,      2587,      3074,      3120,      3398
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52290  ","   Petroleum products      ",        30,        44,       101,        84,        81,        66,        66,        80,        84,       108,       118,       125,       116,       124,       112,       125,       134,       105,        95,       107,       131
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52300  ","   Rubber & plastics       ",       247,       278,       314,       312,       412,       430,       514,       489,       580,       660,       641,       590,       647,       639,       712,       754,       827,       990,      1097,      1237,      1393
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","52310  ","   Leather products        ",        24,        34,        33,        37,        40,        34,        29,        26,        34,        28,        32,        37,        39,        37,        41,        42,        34,        34,        40,        22,        16
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","60000  "," Transportation & utilities",      4359,      4981,      5380,      6025,      6764,      7434,      8584,      9602,     10445,     11317,     12695,     13540,     14088,     14740,     16624,     18243,     20131,     21837,     23174,     24851,     25702
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","62000  ","  Transportation           ",      2025,      2328,      2576,      2843,      3053,      3177,      3676,      4226,      4448,      4771,      5277,      5516,      5319,      5667,      6026,      6523,      7089,      7825,      8449,      8917,      9942
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","62400  ","   Railroad transportation ",       315,       353,       403,       454,       503,       492,       561,       617,       610,       644,       665,       708,       563,       592,       723,       716,       686,       747,       759,       745,       709
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","62410  ","   Local & interurban      ",        35,        37,        39,        44,        46,        49,        50,        59,        63,        78,        77,        87,        91,       105,       101,       115,       131,       148,       162,       187,       209
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","62420  ","   Trucking and warehousing",       671,       781,       874,       931,       988,      1029,      1193,      1437,      1558,      1756,      1855,      1642,      1683,      1711,      1909,      2105,      2295,      2517,      2635,      2787,      3104
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","62440  ","   Water transportation    ",        42,        48,        57,        65,        65,        60,        68,        79,        86,        96,        93,        94,        95,       100,       107,       101,       107,       114,       131,       137,       156
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","62450  ","   Transportation by air   ",       838,       967,      1050,      1190,      1264,      1330,      1560,      1763,      1835,      1917,      2238,      2580,      2361,      2569,      2536,      2802,      3106,      3464,      3860,      4008,      4662
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","62460  ","   Pipelines, ex. nat. gas ",        68,        75,        74,        75,        86,       105,       117,       110,       107,        94,       102,        88,        99,        99,       108,       104,       113,       111,       118,       135,       127
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","62470  ","   Transportation services ",        56,        67,        78,        85,       101,       111,       127,       161,       189,       186,       247,       317,       426,       490,       542,       580,       651,       725,       784,       918,       976
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","64000  ","  Communications           ",      1225,      1403,      1563,      1775,      2063,      2348,      2684,      2711,      3116,      3419,      4029,      4348,      4756,      5303,      5880,      6547,      7535,      8536,      9359,     10575,     10500
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","66000  ","  Electric, gas, & sanitary",      1109,      1250,      1241,      1407,      1648,      1910,      2224,      2666,      2881,      3127,      3389,      3677,      4014,      3771,      4719,      5174,      5507,      5476,      5366,      5359,      5260
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","70000  "," Wholesale trade           ",      3836,      4458,      5024,      5500,      6112,      6451,      7188,      8620,      9734,     10205,     10483,     12113,     12730,     12789,     13307,     14075,     15295,     16863,     17583,     19301,     20963
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","80000  "," Retail trade              ",      4139,      4681,      5094,      5407,      6018,      6441,      7368,      8647,      9760,     10451,     11129,     11840,     12468,     12710,     12946,     13869,     15155,     16612,     17799,     19393,     20843
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","90000  "," F.I.R.E.                  ",      4880,      5629,      6487,      7372,      8575,      9256,     10555,     12036,     13851,     15703,     16841,     18187,     19267,     20348,     21552,     23038,     24649,     26130,     28696,     30770,     34014
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","90600  ","  Depository institutions  ",       620,       730,       870,      1042,      1164,      1332,      1440,      1598,      1803,      2100,      2915,      3031,      3130,      3396,      3762,      4055,      4124,      4107,      4961,      5071,      5184
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","90610  ","  Nondepository institution",       175,       244,       275,       202,       369,       236,       355,       406,       650,       963,       570,       677,       749,       699,       719,       692,       828,       896,       989,      1104,      1486
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","90620  ","  Security brokers         ",        53,        73,        74,       105,       132,       158,       285,       279,       355,       417,       549,       530,       546,       502,       572,       645,       848,       905,      1007,      1260,      1481
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","90630  ","  Insurance carriers       ",       465,       533,       593,       662,       715,       814,       855,       924,       990,      1093,      1236,      1355,      1478,      1634,      1809,      1878,      2059,      2235,      2366,      2406,      2633
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","90640  ","  Insurance agents         ",       220,       236,       247,       277,       298,       326,       345,       428,       492,       606,       775,       927,       960,      1067,      1082,      1057,      1191,      1261,      1371,      1509,      1599
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","90650  ","  Real estate              ",      3303,      3747,      4330,      4953,      5588,      6137,      6976,      8021,      8998,      9842,     10197,     11336,     12044,     12692,     13330,     14395,     15244,     16464,     17690,     19100,     21219
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","90670  ","  Holding and investment   ",        45,        65,        98,       130,       309,       255,       299,       381,       563,       682,       600,       330,       360,       358,       279,       317,       355,       262,       313,       319,       410
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100000 "," Services                  ",      4604,      5274,      5978,      6782,      7702,      8504,      9570,     11214,     12739,     14420,     16234,     18372,     20542,     23209,     24497,     27336,     29500,     31998,     35435,     39393,     42782
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100700 ","  Hotels & lodging         ",       335,       401,       447,       489,       554,       609,       631,       726,       809,       899,       951,       984,      1052,      1115,      1175,      1266,      1318,      1419,      1507,      1796,      1884
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100720 ","  Personal services        ",       282,       313,       338,       358,       377,       387,       433,       499,       575,       642,       673,       782,       838,       902,       913,       986,      1058,      1101,      1160,      1197,      1316
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100730 ","  Business services        ",       685,       823,       994,      1167,      1389,      1570,      1860,      2325,      2665,      3086,      3009,      3771,      4400,      5221,      5226,      5907,      6541,      7614,      8984,     10808,     12516
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100750 ","  Auto repair & parking    ",       289,       341,       394,       422,       458,       489,       557,       661,       784,       867,       963,      1079,      1111,      1187,      1175,      1238,      1363,      1533,      1595,      1743,      1857
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100760 ","  Misc. repair services    ",       123,       143,       146,       168,       175,       171,       189,       239,       207,       249,       274,       321,       341,       377,       378,       394,       438,       464,       514,       471,       509
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100780 ","  Motion pictures          ",        34,        46,        45,        46,        46,        53,        60,        66,        80,        91,       124,       144,       188,       194,       189,       204,       230,       249,       249,       282,       300
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100790 ","  Amusement and recreation ",       152,       165,       183,       190,       207,       217,       245,       268,       312,       343,       397,       442,       503,       606,       668,       843,       898,       935,      1121,      1268,      1241
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100800 ","  Health services          ",      1140,      1289,      1447,      1687,      1943,      2243,      2534,      2832,      3230,      3645,      4434,      5048,      5629,      6589,      7340,      8478,      8980,      9423,     10078,     10765,     11058
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100810 ","  Legal services           ",       294,       331,       389,       451,       507,       611,       699,       861,       982,      1170,      1309,      1556,      1625,      1796,      1869,      2081,      2101,      2116,      2233,      2465,      2454
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100820 ","  Educational services     ",       216,       221,       251,       288,       314,       326,       362,       415,       469,       508,       579,       623,       680,       743,       845,       934,      1038,      1128,      1237,      1304,      1443
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100830 ","  Social services          ",       113,       127,       143,       155,       175,       173,       193,       219,       243,       283,       306,       331,       375,       418,       451,       508,       578,       657,       718,       793,       886
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100860 ","  Membership organizations ",       260,       281,       307,       339,       373,       411,       456,       508,       535,       588,       628,       698,       772,       819,       884,       916,      1019,      1055,      1152,      1262,      1384
"200","Gross State Product (millions of current dollars)            ","13     ","Georgia                    ","100840 ","  Other services           ",       470,       563,       672,       809,       976,      1039,      1150,      1369,      1624,      1819,      2365,      2359,      2785,      2988,      3139,      3311,      3651,      4011,      4574,      4925,      5623
